"321","APN","Alpena County Regional Airport","Alpena","United States","Alpena, Michigan, United States"
"322","APO","Antonio Roldán Betancourt Airport","Apartadó","Colombia","Apartadó, Colombia"
"323","APP","Asapa Airport","Asapa","Papua New Guinea","Asapa, Papua New Guinea"
"324","APQ","Arapiraca Airport","Arapiraca","Brazil","Arapiraca, Alagoas, Brazil"
"325","APR","April River Airport","April River","Papua New Guinea","April River, Papua New Guinea"
"326","APS","Anápolis Airport","Anápolis","Brazil","Anápolis, Goiás, Brazil"
"327","APT","Marion County Airport (Brown Field)","Jasper","United States","Jasper, Tennessee, United States"
"328","APU","Apucarana Airport","Apucarana","Brazil","Apucarana, Paraná, Brazil"
"329","APV","Apple Valley Airport","Apple Valley","United States","Apple Valley, California, United States"
"330","APW","Faleolo International Airport","Apia","Samoa","Apia, Upolu Island, Samoa"
"331","APX","Arapongas Airport","Arapongas","Brazil","Arapongas, Paraná, Brazil"
"332","APY","Alto Parnaíba Airport","Alto Parnaíba","Brazil","Alto Parnaíba, Maranhão, Brazil"
"333","APZ","Zapala Airport","Zapala","Argentina","Zapala, Neuquén, Argentina"
"334","AQA","Araraquara Airport","Araraquara","Brazil","Araraquara, São Paulo, Brazil"
"335","AQB","Quiché Airport","Quiché","Guatemala","Quiché, El Quiché, Guatemala"
"336","AQG","Anqing Airport","Anqing","People's Republic of China","Anqing, Anhui, People's Republic of China"
"337","AQI","Qaisumah Domestic Airport","Qaisumah","Saudi Arabia","Qaisumah, Hafar Al-Batin, Eastern Province, Saudi Arabia"
"338","AQJ","King Hussein International Airport","Aqaba","Jordan","Aqaba, Jordan"
"339","AQM","Ariquemes Airport","Ariquemes","Brazil","Ariquemes, Rondônia, Brazil"
"340","AQP","Rodriguez Ballon International Airport","Arequipa","Peru","Arequipa, Peru"
"341","AQS","Saqani Airport","Saqani","Fiji","Saqani, Fiji"
"342","ARA","Acadiana Regional Airport","New Iberia","United States","New Iberia, Louisiana, United States"
"343","ARB","Ann Arbor Municipal Airport","Ann Arbor","United States","Ann Arbor, Michigan, United States"
"344","ARC","Arctic Village Airport","Arctic Village","United States","Arctic Village, Alaska, United States"
"345","ARD","Alor Island Airport","Alor Island","Indonesia","Alor Island, Indonesia"
"346","ARE","Antonio (Nery) Juarbe Pol Airport (FAA: ABO)","Arecibo","Puerto Rico","Arecibo, Puerto Rico"
"347","ARF","Acaricuara Airport","Acaricuara","Colombia","Acaricuara, Colombia"
"348","ARG","Walnut Ridge Regional Airport","Walnut Ridge","United States","Walnut Ridge, Arkansas, United States"
"349","ARH","Talagi Airport","Arkhangelsk","Russia","Arkhangelsk, Russia"
"350","ARI","Chacalluta International Airport","Arica","Chile","Arica, Chile"
"351","ARJ","Arso Airport","Arso","Indonesia","Arso, Indonesia"
"352","ARK","Arusha Airport","Arusha","Tanzania","Arusha, Tanzania"
"353","ARL","Arly Airport","Arly","Burkina Faso","Arly, Burkina Faso"
"354","ARM","Armidale Airport","Armidale","Australia","Armidale, New South Wales, Australia"
"355","ARN","Stockholm-Arlanda Airport","Stockholm","Sweden","Stockholm, Sweden"
"356","ARO","Arboletas Airport","Arboletas","Colombia","Arboletas, Colombia"
"357","ARP","Aragip Airport","Aragip","Papua New Guinea","Aragip, Papua New Guinea"
"358","ARQ","Arauquita Airport (El Troncal)","Arauquita","Colombia","Arauquita, Colombia"
"359","ARR","Alto Río Senguer Airport","Alto Río Senguer","Argentina","Alto Río Senguer, Chubut, Argentina"
"360","ARS","Aragarças Airport","Aragarças","Brazil","Aragarças, Goiás, Brazil"
"361","ART","Watertown International Airport","Watertown","United States","Watertown, New York, United States"
"362","ARU","Araçatuba Airport","Araçatuba","Brazil","Araçatuba, São Paulo, Brazil"
"363","ARV","Lakeland Airport (Noble F. Lee Memorial Field)","Minocqua/Woodruff","United States","Minocqua/Woodruff, Wisconsin, United States"
"364","ARW","Arad International Airport","Arad","Romania","Arad, Romania"
"365","ARX","Asbury Park Neptune Airport (closed 1977)","Asbury Park","United States","Asbury Park, New Jersey, United States"
"366","ARY","Ararat Airport","Ararat","Australia","Ararat, Victoria, Australia"
"367","ARZ","N'zeto Airport","N'zeto","Angola","N'zeto, Angola"
"368","ASA","Assab International Airport","Assab","Eritrea","Assab, Eritrea"
"369","ASB","Ashgabat Airport","Ashgabat","Turkmenistan","Ashgabat, Turkmenistan"
"370","ASC","Ascención de Guarayos Airport","Ascención de Guarayos","Bolivia","Ascención de Guarayos, Bolivia"
"371","ASD","Andros Town International Airport","Andros Island","Bahamas","Andros Island, Bahamas"
"372","ASE","Aspen-Pitkin County Airport (Sardy Field)","Aspen","United States","Aspen, Colorado, United States"
"373","ASF","Narimanovo Airport","Astrakhan","Russia","Astrakhan, Russia"
"374","ASG","Ashburton Airport","Ashburton","New Zealand","Ashburton, New Zealand"
"375","ASH","Boire Field","Nashua","United States","Nashua, New Hampshire, United States"
"376","ASI","Wideawake Field","Georgetown","Saint Helena","Georgetown, Ascension Island, Saint Helena"
"377","ASJ","Amami O Shima Airport","Amami Island","Japan","Amami Island, Japan"
"378","ASK","Yamoussoukro Airport","Yamoussoukro","Côte d'Ivoire","Yamoussoukro, Côte d'Ivoire"
"379","ASL","Harrison County Airport","Marshall","United States","Marshall, Texas, United States"
"380","ASM","Asmara International Airport","Asmara","Eritrea","Asmara, Eritrea"
"381","ASN","Talladega Municipal Airport","Talladega","United States","Talladega, Alabama, United States"
"382","ASO","Asosa Airport","Asosa","Ethiopia","Asosa, Ethiopia"
"383","ASP","Alice Springs Airport","Alice Springs","Australia","Alice Springs, Northern Territory, Australia"
"384","ASQ","Austin Airport (FAA: 9U3)","Austin","United States","Austin, Nevada, United States"
"385","ASR","Erkilet International Airport","Kayseri Province","Turkey","Kayseri Province, Turkey"
"386","AST","Astoria Regional Airport","Astoria","United States","Astoria, Oregon, United States"
"387","ASU","Silvio Pettirossi International Airport","Asunción","Paraguay","Asunción, Paraguay"
"388","ASV","Amboseli Airport","Amboseli","Kenya","Amboseli, Kenya"
"389","ASW","Aswan International Airport","Aswan","Egypt","Aswan, Egypt"
"390","ASX","John F. Kennedy Memorial Airport","Ashland","United States","Ashland, Wisconsin, United States"
"391","ASY","Ashley Municipal Airport","Ashley","United States","Ashley, North Dakota, United States"
"392","ASZ","Asirim Airport","Asirim","Papua New Guinea","Asirim, Papua New Guinea"
"393","ATA","Comandante FAP German Arias Grazziani Airport","Huaraz","Peru","Huaraz, Peru"
"394","ATB","Atbara Airport","Atbara","Sudan","Atbara, Sudan"
"395","ATC","Arthur's Town Airport","Arthur's Town","Bahamas","Arthur's Town, Cat Island, Bahamas"
"396","ATD","Atoifi Airport","Atoifi","Solomon Islands","Atoifi, Malaita, Solomon Islands"
"397","ATE","Antlers Municipal Airport (FAA: 80F)","Antlers","United States","Antlers, Oklahoma, United States"
"398","ATF","Chachoan Airport","Ambato","Ecuador","Ambato, Ecuador"
"399","ATG","Attock Airport","Attock","Pakistan","Attock, Pakistan"
"400","ATH","Eleftherios Venizelos International Airport (succeeded Ellinikon International Airport)","Athens","Greece","Athens, Greece"
"401","ATI","Artigas International Airport","Artigas","Uruguay","Artigas, Uruguay"
"402","ATJ","Antsirabe Airport","Antsirabe","Madagascar","Antsirabe, Madagascar"
"403","ATK","Atqasuk Edward Burnell Sr. Memorial Airport","Atqasuk","United States","Atqasuk, Alaska, United States"
"404","ATL","Hartsfield-Jackson Atlanta International Airport","Atlanta","United States","Atlanta, Georgia, United States"
"405","ATM","Altamira Airport","Altamira","Brazil","Altamira, Pará, Brazil"
"406","ATN","Namatanai Airport","Namatanai","Papua New Guinea","Namatanai, Papua New Guinea"
"407","ATO","Ohio University Airport (Snyder Field) (FAA: UNI)","Athens/Albany","United States","Athens/Albany, Ohio, United States"
"408","ATP","Aitape Airstrip","Aitape","Papua New Guinea","Aitape, Papua New Guinea"
"409","ATQ","Raja Sansi International Airport","Amritsar","India","Amritsar, India"
"410","ATR","Atar International Airport","Atar","Mauritania","Atar, Mauritania"
"411","ATS","Artesia Municipal Airport","Artesia","United States","Artesia, New Mexico, United States"
"412","ATT","Atmautluak Airport (FAA: 4A2)","Atmautluak","United States","Atmautluak, Alaska, United States"
"413","ATU","Casco Cove Coast Guard Station","Attu Island","United States","Attu Island, Alaska, United States"
"414","ATV","Ati Airport","Ati","Chad","Ati, Chad"
"415","ATW","Outagamie County Regional Airport","Greenville","United States","Greenville, Wisconsin, United States"
"416","ATX","Atbasar Airport","Atbasar","Kazakstan","Atbasar, Kazakstan"
"417","ATY","Watertown Regional Airport","Watertown","United States","Watertown, South Dakota, United States"
"418","ATZ","Assiut Airport","Assiut","Egypt","Assiut, Egypt"
"419","AUA","Queen Beatrix International Airport","Oranjestad","Aruba","Oranjestad, Aruba"
"420","AUB","Itauba Airport","Itauba","Brazil","Itauba, Mato Grosso, Brazil"
"421","AUC","Santiago Pérez Airport","Arauca","Colombia","Arauca, Colombia"
"422","AUD","Augustus Downs Airport","Augustus Downs","Australia","Augustus Downs, Queensland, Australia"
"423","AUE","Abu Rudeis Airport","Abu Rudeis","Egypt","Abu Rudeis, Egypt"
"424","AUF","Auxerre - Branches Airport","Auxerre","France","Auxerre, France"
"425","AUG","Augusta State Airport","Augusta","United States","Augusta, Maine, United States"
"426","AUH","Abu Dhabi International Airport","Abu Dhabi","United Arab Emirates","Abu Dhabi, United Arab Emirates"
"427","AUI","Aua Island Airport","Aua Island","Papua New Guinea","Aua Island, Papua New Guinea"
"428","AUJ","Ambunti Airport","Ambunti","Papua New Guinea","Ambunti, Papua New Guinea"
"429","AUK","Alakanuk Airport","Alakanuk","United States","Alakanuk, Alaska, United States"
"430","AUL","Aur Airport","Aur Atoll","Marshall Islands","Aur Atoll, Marshall Islands"
"431","AUM","Austin Municipal Airport","Austin","United States","Austin, Minnesota, United States"
"432","AUN","Auburn Municipal Airport","Auburn","United States","Auburn, California, United States"
"433","AUO","Auburn-Opelika Robert G. Pitts Airport","Auburn","United States","Auburn, Alabama, United States"
"434","AUP","Agaun Airport","Agaun","Papua New Guinea","Agaun, Papua New Guinea"
"435","AUQ","Atuona Airport","Atuona","French Polynesia","Atuona, Marquesas Islands, French Polynesia"
"436","AUR","Aurillac Airport","Aurillac","France","Aurillac, France"
"437","AUS","Austin-Bergstrom International Airport","Austin","United States","Austin, Texas, United States"
"438","AUT","Atauro Airport","Atauro Island","East Timor","Atauro Island, East Timor"
"439","AUU","Aurukun Airport","Aurukun","Australia","Aurukun, Queensland, Australia"
"440","AUV","Aurno Airport","Aurno","Papua New Guinea","Aurno, Papua New Guinea"
"441","AUW","Wausau Downtown Airport","Wausau","United States","Wausau, Wisconsin, United States"
"442","AUX","Araguaína Airport","Araguaína","Brazil","Araguaína, Tocantins, Brazil"
"443","AUY","Anatom Airport","Anatom","Vanuatu","Anatom, Taféa, Vanuatu"
"444","AUZ","Aurora Municipal Airport (FAA: ARR)","Aurora","United States","Aurora, Illinois, United States"
"445","AVB","Aviano Air Base","Aviano","Italy","Aviano, Pordenone, Italy"
"446","AVF","Avoriaz Airport","Avoriaz","France","Avoriaz, France"
"447","AVG","Auvergne Airport","Auvergne","Australia","Auvergne, Northern Territory, Australia"
"448","AVI","Máximo Gómez Airport","Ciego de Ávila","Cuba","Ciego de Ávila, Cuba"
"449","AVK","Arvaikheer Airport","Arvaikheer","Mongolia","Arvaikheer, Mongolia"
"450","AVL","Asheville Regional Airport","Fletcher","United States","Fletcher, North Carolina, United States"
"451","AVN","Avignon - Caumont Airport","Avignon","France","Avignon, France"
"452","AVO","Avon Park Executive Airport","Avon Park","United States","Avon Park, Florida, United States"
"453","AVP","Wilkes-Barre/Scranton International Airport","Avoca","United States","Avoca, Pennsylvania, United States"
"454","AVU","Avu Avu Airport","Avu Avu","Solomon Islands","Avu Avu, Solomon Islands"
"455","AVV","Avalon Airport","Avalon","Australia","Avalon, Victoria, Australia"
"456","AVW","Marana Regional Airport (FAA: AVQ)","Tucson","United States","Tucson, Arizona, United States"
"457","AWA","Awasa Airport","Awasa","Ethiopia","Awasa, Ethiopia"
"458","AWB","Awaba Airport","Awaba","Papua New Guinea","Awaba, Papua New Guinea"
"459","AWD","Aniwa Airport","Aniwa Island","Vanuatu","Aniwa Island, Taféa, Vanuatu"
"460","AWE","Alowe Airport","Alowe","Gabon","Alowe, Gabon"
"461","AWH","Awareh Airport","Awareh","Ethiopia","Awareh, Ethiopia"
"462","AWK","Wake Island Airfield","Wake Island","United States Minor Outlying Islands","Wake Island, United States Minor Outlying Islands"
"463","AWM","West Memphis Municipal Airport","West Memphis","United States","West Memphis, Arkansas, United States"
"464","AWN","Afton Downs Airport","Afton Downs","Australia","Afton Downs, South Australia, Australia"
"465","AWP","Austral Downs Airport","Austral Downs","Australia","Austral Downs, Northern Territory, Australia"
"466","AWR","Awar Airport","Awar","Papua New Guinea","Awar, Papua New Guinea"
"467","AWZ","Ahwaz Airport","Ahwaz","Iran","Ahwaz, Iran"
"468","AXA","Wallblake Airport","The Valley","Anguilla","The Valley, Anguilla"
"469","AXB","Maxson Airfield (FAA: 89N)","Alexandria Bay","United States","Alexandria Bay, New York, United States"
"470","AXC","Aramac Airport","Aramac","Australia","Aramac, Queensland, Australia"
"471","AXD","Dimokritos Airport","Alexandroupolis","Greece","Alexandroupolis, Greece"
"472","AXE","Xanxere Airport","Xanxerê","Brazil","Xanxerê, Santa Catarina, Brazil"
"473","AXG","Algona Municipal Airport (FAA: AXA)","Algona","United States","Algona, Iowa, United States"
"474","AXK","Ataq Airport","Ataq","Yemen","Ataq, Yemen"
"475","AXL","Alexandria Airport","Alexandria","Australia","Alexandria, Northern Territory, Australia"
"476","AXM","El Edén International Airport","Armenia","Colombia","Armenia, Colombia"
"477","AXN","Chandler Field","Alexandria","United States","Alexandria, Minnesota, United States"
"478","AXP","Spring Point Airport","Spring Point","Bahamas","Spring Point, Acklins Island, Bahamas"
"479","AXR","Arutua Airport","Arutua","French Polynesia","Arutua, Tuamotus, French Polynesia"
"480","AXS","Altus/Quartz Mountain Regional Airport","Altus","United States","Altus, Oklahoma, United States"
"481","AXT","Akita Airport","Akita","Japan","Akita, Japan"
"482","AXU","Axum Airport","Axum","Ethiopia","Axum, Ethiopia"
"483","AXV","Neil Armstrong Airport","Wapakoneta","United States","Wapakoneta, Ohio, United States"
"484","AXX","Angel Fire Airport","Angel Fire","United States","Angel Fire, New Mexico, United States"
"485","AYA","Ayapel Airport","Ayapel","Colombia","Ayapel, Colombia"
"486","AYC","Ayacucho Airport","Ayacucho","Peru","Ayacucho, Peru"
"487","AYD","Alroy Downs Airport","Alroy Downs","Australia","Alroy Downs, Northern Territory, Australia"
"488","AYE","Moore Army Airfield (Fort Devens) (closed 1995-2000)","Leominster","United States","Leominster, Massachusetts, United States"
"489","AYG","Yaguara Airport","Yaguara","Colombia","Yaguara, Colombia"
"490","AYH","RAF Alconbury","Alconbury","United Kingdom","Alconbury, England, United Kingdom"
"491","AYI","Yari Airport","Yari","Colombia","Yari, Colombia"
"492","AYK","Arkalyk Airport","Arkalyk","Kazakhstan","Arkalyk, Kazakhstan"
"493","AYL","Anthony Lagoon Airport","Anthony Lagoon","Australia","Anthony Lagoon, Northern Territory, Australia"
"494","AYN","Anyang Airport","Anyang","People's Republic of China","Anyang, Henan, People's Republic of China"
"495","AYO","Juan De Ayolas Airport","Ayolas","Paraguay","Ayolas, Paraguay"
"496","AYP","Coronel FAP Alfredo Mendivil Duarte Airport","Ayacucho","Peru","Ayacucho, Peru"
"497","AYQ","Ayers Rock Airport","Yulara","Australia","Yulara, Northern Territory, Australia"
"498","AYR","Ayr Airport","Ayr","Australia","Ayr, Queensland, Australia"
"499","AYS","Waycross-Ware County Airport","Waycross","United States","Waycross, Georgia, United States"
"500","AYT","Antalya Airport","Antalya","Turkey","Antalya, Turkey"
"501","AYU","Aiyura Airport","Aiyura","Papua New Guinea","Aiyura, Papua New Guinea"
"502","AYW","Ayawasi Airport","Ayawasi","Indonesia","Ayawasi, Indonesia"
"503","AZA","Phoenix-Mesa Gateway Airport (FAA: IWA)","Phoenix","United States","Phoenix, Arizona, United States"
"504","AZB","Amazon Bay Airport","Amazon Bay","Papua New Guinea","Amazon Bay, Papua New Guinea"
"505","AZD","Yazd Shahid Sadooghi Airport","Yazd","Iran","Yazd, Iran"
"506","AZG","Pablo L. Sidar Airport","Apatzingán","Mexico","Apatzingán, Michoacán, Mexico"
